Transaction_ID,Date,Product_Category,Unit_Price,Quantity,Shipping_Cost,Shipping_Method,Customer_Rating
TRX-10947,2023-06-26,Smartphone,1273.89,42,28.89,Overnight,5.0
TRX-10948,2023-05-22,Smartphone,170.94,3,18.69,Overnight,3.0
TRX-10949,2023-05-26,Monitor,1180.36,1,19.21,Overnight,1.0
TRX-10950,2023-12-25,Tablet,1257.63,1,19.75,Overnight,2.0
TRX-10951,2023-12-11,Monitor,1108.54,7,44.87,International,3.0
TRX-10952,2023-09-04,Headphones,1243.8,27,33.69,International,3.0
TRX-10953,2023-08-21,Smartphone,217.62,11,42.53,Express,3.0
TRX-10954,2023-12-08,Headphones,1382.52,32,42.93,Standard Ground,1.0
TRX-10955,2023-05-28,Smartwatch,312.13,39,38.8,Standard Ground,4.0
TRX-10956,2023-11-01,Laptop,1701.32,34,37.36,Express,1.0
TRX-10957,2023-11-25,Smartwatch,1016.03,35,23.74,Standard Ground,1.0
TRX-10958,2023-03-26,Monitor,898.67,45,7.19,Overnight,4.0
TRX-10959,2023-10-03,Tablet,1260.52,13,7.85,Overnight,2.0
TRX-10960,2023-04-30,Smartphone,530.92,25,49.57,International,1.0
TRX-10961,2023-01-21,Smartwatch,1845.28,22,41.22,Overnight,1.0
TRX-10962,2023-07-26,Monitor,1353.28,43,42.15,Overnight,4.0
TRX-10963,2023-01-12,Smartphone,1820.87,44,12.84,Express,5.0
TRX-10964,2023-07-11,Tablet,1892.56,42,12.9,Express,1.0
TRX-10965,2023-02-22,Laptop,1332.32,34,15.25,International,5.0
TRX-10966,2023-04-12,Smartphone,405.35,7,9.15,Standard Ground,5.0
TRX-10967,2023-07-31,Headphones,1580.38,28,33.55,Express,3.0
TRX-10968,2023-07-17,Smartwatch,1919.16,47,8.52,Overnight,2.0
TRX-10969,2023-08-19,Tablet,906.85,22,6.52,Standard Ground,1.0
TRX-10970,2023-05-06,Monitor,194.96,1,30.2,Standard Ground,5.0
TRX-10971,2023-11-17,Monitor,699.37,24,33.57,Overnight,1.0
TRX-10972,2023-06-06,Smartwatch,1104.63,20,45.22,Overnight,1.0
TRX-10973,2023-11-20,Smartphone,104.77,22,45.38,Overnight,4.0
TRX-10974,2023-05-19,Tablet,253.45,18,28.31,Express,4.0
TRX-10975,2023-12-11,Tablet,1566.63,46,32.94,International,3.0
TRX-10976,2023-06-26,Headphones,1328.81,50,14.58,Standard Ground,2.0
TRX-10977,2023-06-04,Smartwatch,555.89,33,6.42,International,2.0
TRX-10978,2023-05-23,Smartwatch,1100.07,34,13.4,International,3.0
TRX-10979,2023-05-25,Laptop,1579.46,49,49.77,Overnight,3.0
TRX-10980,2023-12-07,Headphones,444.78,14,35.57,International,5.0
TRX-10981,2023-08-14,Smartphone,658.29,38,29.68,Standard Ground,4.0
TRX-10982,2023-01-21,Tablet,720.77,18,38.26,International,1.0
TRX-10983,2023-11-04,Monitor,1892.48,14,5.25,Express,2.0
TRX-10984,2023-01-08,Smartwatch,1686.5,29,8.96,Standard Ground,3.0
TRX-10985,2023-12-11,Tablet,1717.42,9,25.38,Express,5.0
TRX-10986,2023-04-30,Headphones,949.5,4,12.06,Standard Ground,1.0
TRX-10987,2023-09-09,Monitor,1987.96,27,26.99,Express,
TRX-10988,2023-11-17,Monitor,1205.01,46,31.75,Overnight,2.0
TRX-10989,2023-12-29,Monitor,245.02,50,6.85,International,4.0
TRX-10990,2023-11-17,Laptop,569.84,27,10.32,Express,2.0
TRX-10991,2023-03-29,Monitor,943.85,46,7.4,Overnight,3.0
TRX-10992,2023-01-28,Tablet,263.88,8,33.52,Standard Ground,
TRX-10993,2023-10-27,Smartphone,71.59,26,16.11,Overnight,3.0
TRX-10994,2023-04-25,Laptop,485.98,50,22.28,Standard Ground,4.0
TRX-10995,2023-07-02,Laptop,722.02,35,21.31,Express,5.0
TRX-10996,2023-09-16,Monitor,212.86,16,38.49,Standard Ground,
TRX-10997,2023-09-13,Laptop,1357.87,13,49.79,International,4.0
TRX-10998,2023-02-21,Laptop,155.47,24,20.2,Overnight,1.0
TRX-10999,2023-08-18,Laptop,1182.29,40,28.27,Express,2.0
TRX-11000,2023-02-23,Smartwatch,1113.66,19,25.54,Overnight,5.0
TRX-11001,2023-09-24,Tablet,,17,37.71,Express,4.0
TRX-11002,2023-07-08,Monitor,246.24,9,39.77,Express,1.0
TRX-11003,2023-07-13,Monitor,681.88,26,40.61,International,5.0
TRX-11004,2023-05-23,Laptop,279.98,5,14.91,Overnight,3.0
TRX-11005,2023-04-29,Laptop,1242.49,36,36.65,Express,4.0
TRX-11006,2023-06-23,Smartphone,347.57,12,6.16,Overnight,5.0
TRX-11007,2023-04-18,Monitor,993.12,16,25.29,Standard Ground,3.0
TRX-11008,2023-10-23,Smartwatch,1559.41,29,31.06,Express,4.0
TRX-11009,2023-01-09,Monitor,716.58,3,36.88,International,
TRX-11010,2023-12-19,Headphones,1337.48,19,27.36,,1.0
TRX-11011,2023-11-21,Headphones,1840.5,50,38.67,Standard Ground,
TRX-11012,2023-09-28,Tablet,591.54,9,32.21,Overnight,5.0
TRX-11013,2023-02-09,Smartphone,689.38,34,35.19,Express,4.0
TRX-11014,2023-09-13,Monitor,1452.04,26,41.72,Express,3.0
TRX-11015,2023-01-01,Monitor,99.37,30,28.67,Standard Ground,5.0
TRX-11016,2023-09-13,Headphones,551.76,32,7.6,Express,3.0
TRX-11017,2023-08-11,Laptop,1079.25,18,37.24,Standard Ground,2.0
TRX-11018,2023-11-04,Monitor,519.69,32,33.01,Express,3.0
TRX-11019,2023-10-25,Headphones,949.2,40,33.86,International,
TRX-11020,2023-03-26,Laptop,1149.95,39,37.87,Express,1.0
TRX-11021,2023-08-24,Laptop,803.86,5,48.42,International,1.0
TRX-11022,2023-08-26,Headphones,1806.46,23,21.31,Overnight,4.0
TRX-11023,2023-12-06,Laptop,1765.43,6,18.0,Standard Ground,4.0
TRX-11024,2023-12-02,Headphones,344.03,37,40.31,Express,1.0
TRX-11025,2023-04-25,Monitor,1697.6,36,33.82,Standard Ground,1.0
TRX-11026,2023-10-11,Smartwatch,1738.35,13,12.34,International,3.0
TRX-11027,2023-10-06,Tablet,1601.09,12,45.25,Express,5.0
TRX-11028,2023-10-26,Headphones,1272.93,24,47.09,Express,4.0
TRX-11029,2023-08-09,Smartwatch,605.76,28,48.05,,2.0
TRX-11030,2023-09-25,Smartwatch,1862.28,41,23.09,Express,2.0
TRX-11031,2023-10-23,Smartphone,1971.93,12,44.3,Overnight,1.0
TRX-11032,2023-06-05,Monitor,1974.99,1,9.31,Overnight,4.0
TRX-11033,2023-10-10,Smartphone,814.88,6,12.11,Express,2.0
TRX-11034,2023-01-30,Smartwatch,1963.58,41,34.42,International,5.0
TRX-11035,2023-08-24,Headphones,177.15,46,49.39,Express,5.0
TRX-11036,2023-01-21,Smartphone,955.84,18,12.83,Express,5.0
TRX-11037,2023-02-09,Smartphone,423.0,41,11.34,Overnight,4.0
TRX-11038,2023-07-20,Laptop,269.86,45,44.34,,2.0
TRX-11039,2023-01-01,Monitor,772.86,37,47.47,Overnight,4.0
TRX-11040,2023-03-25,Headphones,230.4,45,12.68,Express,1.0
TRX-11041,2023-11-06,Monitor,1174.8,19,31.62,International,2.0
TRX-11042,2023-10-06,Tablet,198.57,47,9.06,Standard Ground,3.0
TRX-11043,2023-03-04,Tablet,469.89,39,41.01,Express,4.0
TRX-11044,2023-04-03,Headphones,,6,25.1,Overnight,1.0
TRX-11045,2023-03-08,Headphones,1835.55,50,34.99,Overnight,4.0
TRX-11046,2023-01-15,Tablet,298.24,15,17.65,Standard Ground,4.0
TRX-11047,2023-05-16,Smartwatch,974.21,1,19.34,International,2.0
TRX-11048,2023-09-22,Tablet,1591.7,35,22.87,Overnight,5.0
TRX-11049,2023-10-31,Smartphone,761.31,22,18.71,Express,2.0
TRX-11050,2023-03-07,Laptop,622.42,9,38.51,Express,
TRX-11051,2023-08-19,Tablet,1274.93,20,27.68,International,4.0
TRX-11052,2023-06-17,Smartwatch,1951.13,39,8.73,,5.0
TRX-11053,2023-03-06,Smartphone,319.35,10,17.64,Overnight,5.0
TRX-11054,2023-03-05,Laptop,1707.91,27,33.19,Express,
TRX-11055,2023-06-13,Smartwatch,1387.28,46,40.64,,3.0
TRX-11056,2023-06-22,Monitor,736.71,8,49.58,Standard Ground,
TRX-11057,2023-01-26,Laptop,1798.28,14,45.1,Express,1.0
TRX-11058,2023-03-14,Headphones,1586.28,40,44.12,Overnight,1.0
TRX-11059,2023-09-27,Laptop,949.87,4,31.48,Overnight,3.0
TRX-11060,2023-10-09,Tablet,235.67,20,18.26,Standard Ground,5.0
TRX-11061,2023-02-14,Tablet,1263.69,28,45.82,International,1.0
TRX-11062,2023-01-15,Monitor,707.85,49,20.7,Overnight,2.0
TRX-11063,2023-04-26,Monitor,149.01,22,49.41,International,5.0
TRX-11064,2023-03-18,Headphones,1519.6,24,41.52,Express,3.0
TRX-11065,2023-10-17,Tablet,1476.16,37,47.17,Standard Ground,4.0
TRX-11066,2023-01-10,Monitor,1264.84,45,43.93,Express,5.0
TRX-11067,2023-11-13,Smartwatch,508.67,10,26.55,Standard Ground,3.0
TRX-11068,2023-10-21,Smartwatch,538.98,30,41.05,Standard Ground,3.0
TRX-11069,2023-11-27,Tablet,977.96,5,30.94,Standard Ground,5.0
TRX-11070,2023-03-27,Headphones,420.59,36,7.93,Express,5.0
TRX-11071,2023-03-25,Smartwatch,1435.6,45,18.51,Express,2.0
TRX-11072,2023-05-16,Smartwatch,1154.55,34,31.2,Express,3.0
TRX-11073,2023-07-26,Smartwatch,607.17,22,49.87,Express,
TRX-11074,2023-09-09,Smartphone,700.82,22,17.67,International,5.0
TRX-11075,2023-10-08,Smartphone,329.7,7,12.28,Express,1.0
TRX-11076,2023-05-17,Tablet,1784.06,10,45.21,International,1.0
TRX-11077,2023-08-25,Smartphone,256.96,11,16.18,Express,4.0
TRX-11078,2023-02-12,Smartwatch,532.61,35,29.27,Overnight,3.0
TRX-11079,2023-02-12,Laptop,255.51,28,30.13,Standard Ground,5.0
TRX-11080,2023-02-10,Tablet,77.55,47,22.46,Overnight,4.0
TRX-11081,2024-01-01,Monitor,1658.47,17,42.74,Express,4.0
TRX-11082,2023-03-11,Smartphone,341.28,41,28.29,Express,3.0
TRX-11083,2023-04-12,Monitor,1137.77,20,16.96,Overnight,1.0
TRX-11084,2023-04-05,Headphones,979.62,27,49.69,Overnight,5.0
TRX-11085,2023-08-02,Laptop,1638.28,23,25.97,Overnight,
TRX-11086,2023-04-19,Smartwatch,615.74,50,41.49,Express,
TRX-11087,2023-06-25,Headphones,1097.86,12,25.64,Express,2.0
TRX-11088,2023-11-13,Headphones,1541.07,39,31.49,Express,5.0
TRX-11089,2023-01-16,Headphones,1084.84,41,48.21,International,2.0
TRX-11090,2023-07-19,Smartphone,1396.25,33,13.54,Overnight,4.0
TRX-11091,2023-09-19,Smartwatch,1089.57,16,11.14,Express,
TRX-11092,2023-06-26,Tablet,462.8,48,18.0,International,1.0
TRX-11093,2023-09-27,Smartwatch,1367.66,25,20.7,Standard Ground,5.0
TRX-11094,2023-08-31,Smartphone,1856.58,33,16.75,International,2.0
TRX-11095,2023-10-17,Tablet,1165.57,50,41.48,Overnight,2.0
TRX-11096,2023-08-08,Headphones,1988.12,3,47.44,Overnight,1.0
TRX-11097,2023-08-25,Tablet,1539.82,10,31.42,,2.0
TRX-11098,2023-07-04,Smartwatch,335.7,49,49.07,Overnight,4.0
TRX-11099,2023-05-26,Smartwatch,1409.11,20,11.69,International,5.0
TRX-11100,2023-07-06,Laptop,1617.92,22,14.96,International,4.0
TRX-11101,2024-01-01,Monitor,120.9,32,41.88,International,1.0
TRX-11102,2023-12-15,Headphones,498.94,22,36.73,Overnight,2.0
TRX-11103,2023-12-03,Tablet,1460.48,1,9.9,,4.0
TRX-11104,2023-05-08,Headphones,914.18,18,48.43,International,
TRX-11105,2023-06-05,Smartwatch,1504.53,31,47.16,International,3.0
TRX-11106,2023-02-17,Headphones,54.02,41,36.53,Express,4.0
TRX-11107,2023-06-10,Tablet,1822.64,50,36.69,International,2.0
TRX-11108,2023-12-30,Smartwatch,519.9,25,27.35,International,3.0
TRX-11109,2023-05-26,Smartphone,1187.24,32,19.39,Standard Ground,1.0
TRX-11110,2023-11-25,Monitor,1596.69,9,49.93,Express,3.0
TRX-11111,2023-02-09,Smartwatch,937.64,44,40.77,,1.0
TRX-11112,2023-10-28,Monitor,81.3,23,11.42,Express,3.0
TRX-11113,2023-12-26,Headphones,1768.4,37,28.99,Express,
TRX-11114,2023-01-15,Monitor,1532.25,13,34.46,Express,2.0
TRX-11115,2023-02-26,Tablet,1386.71,40,42.07,Overnight,3.0
TRX-11116,2023-03-10,Laptop,1125.68,37,37.34,Overnight,4.0
TRX-11117,2023-10-16,Monitor,349.93,24,40.85,Express,1.0
TRX-11118,2023-07-29,Laptop,369.54,40,44.34,Express,2.0
TRX-11119,2023-01-09,Tablet,827.29,43,22.0,Overnight,
TRX-11120,2023-06-25,Monitor,407.85,30,5.67,International,1.0
TRX-11121,2023-02-04,Laptop,1277.88,7,27.85,International,3.0
TRX-11122,2023-06-30,Smartphone,1175.63,39,15.28,Overnight,4.0
TRX-11123,2023-08-25,Laptop,1397.19,14,24.01,Standard Ground,
TRX-11124,2023-01-04,Tablet,484.53,31,30.42,International,5.0
TRX-11125,2023-01-25,Tablet,61.17,24,22.81,Express,1.0
TRX-11126,2023-10-27,Laptop,1589.81,37,35.51,International,5.0
TRX-11127,2023-06-03,Monitor,749.51,39,44.93,Standard Ground,1.0
TRX-11128,2023-02-01,Smartphone,895.52,49,30.1,,3.0
TRX-11129,2023-09-24,Smartwatch,1471.69,2,34.27,International,5.0
TRX-11130,2023-09-19,Smartwatch,1732.79,42,24.65,Express,4.0
TRX-11131,2023-06-27,Smartwatch,572.98,19,29.06,Express,2.0
TRX-11132,2023-03-07,Smartphone,1758.26,44,17.18,Overnight,3.0
TRX-11133,2023-10-04,Monitor,1211.85,21,40.75,Overnight,1.0
TRX-11134,2023-06-02,Smartphone,1405.31,49,10.0,International,1.0
TRX-11135,2023-09-29,Smartwatch,1022.45,36,14.45,Standard Ground,
TRX-11136,2023-07-22,Laptop,100.02,39,33.79,Standard Ground,1.0
TRX-11137,2023-09-21,Monitor,337.14,37,21.18,International,3.0
TRX-11138,2023-03-03,Smartwatch,997.84,16,12.92,Standard Ground,4.0
TRX-11139,2023-05-01,Headphones,1239.1,6,47.72,International,1.0
TRX-11140,2023-05-14,Monitor,,31,26.94,Express,5.0
TRX-11141,2023-12-11,Laptop,1780.73,39,48.87,Overnight,3.0
TRX-11142,2023-01-28,Smartwatch,,11,16.03,,2.0
TRX-11143,2023-03-20,Laptop,1946.79,40,24.91,International,
TRX-11144,2023-04-11,Smartwatch,443.04,38,11.2,Standard Ground,3.0
TRX-11145,2023-12-06,Tablet,472.23,18,13.58,Overnight,4.0
TRX-11146,2023-11-14,Headphones,750.15,38,44.94,International,
TRX-11147,2023-05-14,Laptop,734.42,46,27.81,Overnight,1.0
TRX-11148,2023-04-03,Monitor,221.58,15,32.57,Express,3.0
TRX-11149,2023-01-18,Laptop,843.7,22,44.2,Overnight,4.0
TRX-11150,2023-11-21,Headphones,1162.95,18,13.04,Express,4.0
TRX-11151,2023-04-14,Headphones,1032.56,18,6.21,Standard Ground,2.0
TRX-11152,2023-07-09,Monitor,180.8,37,46.1,Standard Ground,3.0
TRX-11153,2023-01-10,Smartphone,840.86,41,21.01,Express,4.0
TRX-11154,2023-09-03,Monitor,917.13,10,46.18,International,
TRX-11155,2023-10-22,Smartwatch,76.46,2,35.37,International,2.0
TRX-11156,2023-08-28,Monitor,501.18,26,17.78,Standard Ground,1.0
TRX-11157,2023-04-24,Headphones,139.87,35,42.61,,2.0
TRX-11158,2023-11-10,Headphones,664.26,9,42.55,Overnight,5.0
TRX-11159,2023-07-01,Smartphone,1934.75,26,17.03,International,3.0
TRX-11160,2023-08-12,Headphones,458.59,46,17.74,Express,5.0
TRX-11161,2023-10-01,Smartphone,1765.24,22,27.79,Overnight,1.0
TRX-11162,2023-05-22,Tablet,1422.61,22,49.52,Express,1.0
TRX-11163,2023-06-09,Tablet,318.88,30,42.45,International,4.0
TRX-11164,2023-04-15,Smartwatch,1081.49,48,43.47,International,4.0
TRX-11165,2023-09-25,Tablet,1453.03,24,34.81,International,3.0
TRX-11166,2023-01-12,Laptop,1766.59,10,10.23,Express,
TRX-11167,2023-09-08,Tablet,58.48,7,5.45,Standard Ground,
TRX-11168,2023-02-28,Monitor,576.64,27,26.54,Standard Ground,3.0
TRX-11169,2023-06-27,Laptop,587.01,50,40.37,International,5.0
TRX-11170,2023-01-31,Tablet,1224.72,39,39.03,International,1.0
TRX-11171,2023-05-07,Smartphone,1855.07,14,47.23,Express,2.0
TRX-11172,2023-08-04,Headphones,954.26,41,16.32,Express,4.0
TRX-11173,2023-11-11,Headphones,1274.23,30,11.71,Overnight,4.0
TRX-11174,2023-02-11,Monitor,94.33,3,39.79,Standard Ground,5.0
TRX-11175,2023-12-17,Monitor,1990.18,28,42.14,Overnight,
TRX-11176,2023-10-11,Laptop,1866.5,18,30.1,Overnight,3.0
TRX-11177,2023-02-21,Laptop,907.86,45,40.92,Express,3.0
TRX-11178,2023-03-21,Monitor,651.68,8,15.33,Standard Ground,
TRX-11179,2023-01-25,Smartphone,1824.13,34,25.75,International,1.0
TRX-11180,2023-07-24,Tablet,1004.45,19,5.61,International,1.0
TRX-11181,2023-11-26,Smartwatch,1982.57,47,13.56,Overnight,3.0
TRX-11182,2023-10-26,Smartphone,1780.7,10,20.39,Standard Ground,1.0
TRX-11183,2023-05-04,Smartwatch,198.99,40,37.76,International,4.0
TRX-11184,2023-11-11,Smartwatch,242.94,15,42.83,International,5.0
TRX-11185,2023-05-22,Smartwatch,177.92,16,34.05,Overnight,4.0
TRX-11186,2023-02-19,Headphones,1310.15,46,27.36,International,2.0
TRX-11187,2023-05-04,Headphones,1938.89,42,43.14,Standard Ground,2.0
TRX-11188,2023-07-21,Tablet,764.05,13,11.92,International,1.0
TRX-11189,2023-12-07,Laptop,1757.34,37,40.08,Standard Ground,2.0
TRX-11190,2023-01-16,Monitor,1222.95,22,45.36,Standard Ground,2.0
TRX-11191,2023-02-12,Smartwatch,1249.24,34,49.77,,5.0
TRX-11192,2023-09-21,Monitor,418.0,49,49.22,Express,
TRX-11193,2023-01-23,Monitor,1572.09,2,19.92,International,4.0
TRX-11194,2023-12-29,Tablet,1577.11,47,6.29,Standard Ground,2.0
TRX-11195,2023-07-01,Tablet,872.17,7,22.59,Express,2.0
TRX-11196,2023-08-04,Smartphone,788.31,48,10.38,Overnight,
TRX-11197,2023-11-16,Laptop,908.99,12,14.69,Overnight,5.0
TRX-11198,2023-01-31,Headphones,941.41,8,21.68,Express,
TRX-11199,2023-04-06,Laptop,781.14,40,16.3,Overnight,5.0
TRX-11200,2023-10-18,Smartphone,768.21,49,6.4,Standard Ground,4.0
TRX-11201,2023-05-21,Smartwatch,,45,38.89,Standard Ground,2.0
TRX-11202,2023-11-05,Laptop,1772.0,46,41.53,Overnight,1.0
TRX-11203,2023-03-08,Tablet,1016.51,18,18.94,Standard Ground,2.0
TRX-11204,2023-08-13,Smartphone,1232.73,5,5.6,Standard Ground,4.0
TRX-11205,2023-10-19,Laptop,1588.76,23,34.62,International,5.0
TRX-11206,2023-05-31,Laptop,1359.6,3,27.89,International,2.0
TRX-11207,2023-02-16,Headphones,1903.35,29,13.64,Standard Ground,3.0
TRX-11208,2023-08-01,Smartphone,306.5,29,24.61,Express,2.0
TRX-11209,2023-01-18,Monitor,775.68,31,43.66,Standard Ground,3.0
TRX-11210,2023-03-04,Headphones,1724.72,33,19.7,Overnight,2.0
TRX-11211,2023-04-19,Smartphone,332.6,27,47.41,International,
TRX-11212,2023-02-06,Smartphone,1659.86,17,38.08,Standard Ground,5.0
TRX-11213,2023-07-10,Monitor,,25,22.81,Standard Ground,5.0
TRX-11214,2023-06-06,Monitor,1623.32,26,44.15,Standard Ground,5.0
TRX-11215,2023-04-28,Headphones,1631.87,5,18.06,International,4.0
TRX-11216,2023-08-15,Laptop,1424.11,34,23.09,International,4.0
TRX-11217,2023-11-11,Smartwatch,1920.2,33,36.39,Overnight,
TRX-11218,2023-09-02,Laptop,1079.8,6,7.5,Overnight,4.0
TRX-11219,2023-06-21,Headphones,84.46,36,39.44,Express,3.0
TRX-11220,2023-10-03,Smartphone,575.22,33,39.76,International,1.0
TRX-11221,2023-02-20,Monitor,591.0,10,20.84,International,2.0
TRX-11222,2023-06-13,Smartphone,1411.5,16,6.45,Overnight,4.0
TRX-11223,2023-01-14,Laptop,1337.14,1,11.42,International,1.0
TRX-11224,2023-05-27,Smartwatch,185.61,8,15.35,Standard Ground,1.0
TRX-11225,2023-04-22,Laptop,1614.6,7,48.05,International,4.0
TRX-11226,2023-05-25,Smartphone,1890.67,43,45.59,International,2.0
TRX-11227,2023-01-22,Smartwatch,1058.41,42,9.13,Overnight,3.0
TRX-11228,2023-10-27,Headphones,1949.68,13,7.6,Express,2.0
TRX-11229,2023-10-24,Headphones,1261.55,14,16.19,Standard Ground,2.0
TRX-11230,2023-10-28,Monitor,1132.86,27,7.59,Express,1.0
TRX-11231,2023-08-04,Smartphone,1594.35,3,21.04,International,4.0
TRX-11232,2023-03-13,Monitor,1021.34,26,33.16,Express,5.0
TRX-11233,2023-03-13,Monitor,657.9,22,22.19,Express,2.0
TRX-11234,2023-11-09,Monitor,1613.74,20,37.74,International,2.0
TRX-11235,2023-04-25,Laptop,104.85,32,20.12,Overnight,3.0
TRX-11236,2023-07-19,Monitor,157.29,40,13.14,Express,5.0
TRX-11237,2023-08-11,Monitor,1347.72,36,25.38,Standard Ground,3.0
TRX-11238,2023-01-14,Laptop,744.55,8,31.59,Express,3.0
TRX-11239,2023-06-23,Smartphone,1891.92,45,30.41,Express,5.0
TRX-11240,2023-08-12,Smartphone,1033.83,28,24.82,Express,2.0
TRX-11241,2023-06-12,Laptop,508.11,30,7.54,Standard Ground,2.0
TRX-11242,2023-05-25,Laptop,518.55,26,20.44,,2.0
TRX-11243,2023-11-22,Smartwatch,936.88,22,11.2,Overnight,2.0
TRX-11244,2023-01-17,Smartwatch,1480.81,8,34.91,Overnight,5.0
TRX-11245,2023-08-20,Smartphone,1112.62,14,44.57,Standard Ground,2.0
TRX-11246,2023-01-11,Tablet,620.34,29,33.46,Standard Ground,1.0
TRX-11247,2023-03-10,Tablet,1465.49,29,48.79,Standard Ground,2.0
TRX-11248,2023-05-05,Laptop,1605.23,13,7.15,Express,1.0
TRX-11249,2023-07-08,Monitor,994.19,37,7.62,Overnight,3.0
TRX-11250,2023-12-10,Tablet,1252.35,7,35.17,Standard Ground,2.0
TRX-11251,2023-01-14,Smartphone,1864.79,47,44.17,Standard Ground,1.0
TRX-11252,2023-01-09,Monitor,1333.28,10,36.27,International,5.0
TRX-11253,2023-03-01,Laptop,707.63,26,39.84,Express,2.0
TRX-11254,2023-05-10,Smartphone,1459.03,15,48.01,Overnight,
TRX-11255,2023-11-21,Monitor,1251.19,36,16.05,Standard Ground,3.0
TRX-11256,2023-03-26,Headphones,1389.54,11,9.11,Overnight,2.0
TRX-11257,2023-07-15,Smartwatch,390.29,3,5.72,International,2.0
TRX-11258,2023-12-10,Monitor,224.32,8,48.28,Overnight,1.0
TRX-11259,2023-10-03,Headphones,393.68,4,35.16,Express,1.0
TRX-11260,2023-05-29,Tablet,1438.9,33,18.8,International,3.0
TRX-11261,2023-12-13,Monitor,102.98,30,6.2,International,
TRX-11262,2023-01-11,Smartphone,1220.66,10,23.2,Express,2.0
TRX-11263,2023-06-12,Smartphone,1327.66,46,30.91,Standard Ground,3.0
TRX-11264,2023-05-02,Monitor,,3,26.33,Express,5.0
TRX-11265,2023-10-21,Smartphone,399.47,32,34.76,Overnight,3.0
TRX-11266,2023-12-16,Monitor,122.91,22,27.54,International,4.0
TRX-11267,2023-08-15,Monitor,1973.47,22,34.19,International,
TRX-11268,2023-08-26,Smartphone,459.92,38,48.83,Standard Ground,2.0
TRX-11269,2023-05-26,Headphones,1673.35,5,12.8,,3.0
TRX-11270,2023-12-02,Headphones,1468.23,32,11.99,International,
TRX-11271,2023-07-03,Smartphone,930.08,22,46.51,Express,
TRX-11272,2023-10-12,Laptop,263.91,25,6.95,International,1.0
TRX-11273,2023-04-23,Monitor,565.98,28,20.66,International,4.0
TRX-11274,2023-12-31,Smartphone,1729.29,22,30.21,Standard Ground,1.0
TRX-11275,2023-02-14,Smartwatch,243.98,9,29.41,International,5.0
TRX-11276,2023-06-23,Smartphone,67.39,22,41.34,International,4.0
TRX-11277,2023-07-09,Headphones,75.65,15,7.72,Express,4.0
TRX-11278,2023-01-22,Smartphone,1840.91,47,10.57,International,4.0
TRX-11279,2023-11-10,Smartwatch,76.99,12,5.47,Overnight,5.0
TRX-11280,2023-01-29,Monitor,227.64,36,20.89,Overnight,5.0
TRX-11281,2023-04-15,Headphones,1313.09,48,16.2,International,4.0
TRX-11282,2023-11-12,Smartwatch,567.71,3,15.35,Standard Ground,1.0
TRX-11283,2023-10-13,Smartphone,1161.78,48,31.85,International,4.0
TRX-11284,2023-05-09,Smartphone,1168.01,2,27.21,International,3.0
TRX-11285,2023-03-11,Tablet,1082.13,24,7.5,Standard Ground,
TRX-11286,2023-06-09,Smartphone,479.74,32,44.89,Express,5.0
TRX-11287,2023-01-12,Headphones,413.95,32,46.72,International,3.0
TRX-11288,2023-11-16,Laptop,965.82,7,39.58,Express,1.0
TRX-11289,2023-07-20,Smartwatch,1138.35,50,23.03,Standard Ground,2.0
TRX-11290,2023-09-27,Smartphone,337.79,42,14.51,,
TRX-11291,2023-05-08,Headphones,228.74,27,48.26,Standard Ground,5.0
TRX-11292,2023-05-13,Monitor,1458.88,37,28.89,International,3.0
TRX-11293,2023-07-12,Smartphone,433.33,12,23.13,Standard Ground,1.0
TRX-11294,2023-02-03,Headphones,1942.9,48,13.33,Overnight,4.0
TRX-11295,2023-04-17,Smartphone,592.71,41,18.41,Standard Ground,2.0
TRX-11296,2023-06-26,Laptop,628.03,49,6.7,Standard Ground,4.0
TRX-11297,2023-07-12,Tablet,194.13,40,12.84,Overnight,3.0
TRX-11298,2023-06-11,Tablet,421.62,41,13.58,International,1.0
TRX-11299,2023-04-25,Tablet,921.32,31,36.51,Overnight,4.0
TRX-11300,2023-11-12,Laptop,774.17,37,19.17,Standard Ground,1.0
TRX-11301,2023-08-04,Monitor,1701.42,14,12.25,International,4.0
TRX-11302,2023-07-21,Laptop,162.03,40,23.1,Standard Ground,
TRX-11303,2023-04-25,Smartphone,501.88,50,39.69,International,1.0
TRX-11304,2023-08-24,Laptop,251.03,15,20.71,Overnight,5.0
TRX-11305,2023-02-17,Headphones,1736.82,1,19.14,Overnight,5.0
TRX-11306,2023-05-12,Smartphone,1301.28,42,40.69,Standard Ground,
TRX-11307,2023-02-12,Smartwatch,847.0,42,42.39,Express,2.0
TRX-11308,2023-11-25,Laptop,736.45,22,13.14,Overnight,2.0
TRX-11309,2023-06-06,Tablet,944.39,22,13.63,Express,4.0
TRX-11310,2023-08-16,Monitor,713.32,18,5.7,Overnight,4.0
TRX-11311,2023-02-13,Smartphone,1191.13,24,21.66,Overnight,1.0
TRX-11312,2023-03-24,Laptop,1517.72,2,36.56,International,3.0
TRX-11313,2023-02-26,Headphones,117.03,1,47.45,International,1.0
TRX-11314,2023-10-16,Tablet,237.55,14,6.21,Overnight,3.0
TRX-11315,2023-07-18,Laptop,1235.62,47,31.66,Express,4.0
TRX-11316,2023-04-21,Tablet,1223.66,40,47.72,Standard Ground,
